Category Display Name,Attribute Display Name,Category Name,Attribute Name,Data Type,Input/Output,Description
GCorr Shocks,GCorr Factor Name Macroeconomic Variable,gcorrShocks,gcorrFactorNameMacroeconomicVariable,String,Output,GCorr factor name that is in the factor group macrovariable.
Instrument Reference,College Degree,instrumentReference,collegeDegree,String,Input-Conditional,The type of college degree. Valid values are Undergraduate or Graduate
Instrument Reference,IFRS9 Stage 3 Loss,instrumentReference,ifrs9Stage3Loss,String,Input-Conditional,"Indicates the treatment applied to calculate the loss for stage 3. Valid values are <br>Loss Given Default<br>Lifetime Loss<br>If no value is provided, the assumed value is Loss Given Default"
Instrument Result Forecast,Analysis Identifier,instrumentForecast,analysisIdentifier,String,,The identifier of the analysis from which the results were calculated or the data was used in.
Instrument Result Forecast,Reporting Date,instrumentForecast,reportingDate,Date,,The date when the financial period ends. Formatted as yyyy-mm-dd.
Instrument Result Forecast,Instrument Identifier,instrumentForecast,instrumentIdentifier,String,,"An identifier to uniquely identify each instrument. Each instrument must have one instrument identifier. This value will not change over time and cannot be used as the instrument identifier for any other instrument. For reinsurance receivable, this value is the treaty identifier. Identifiers in ImpairmentStudio should not include any nonpublic, personally identifiable information."
Instrument Result Forecast,Portfolio,instrumentForecast,portfolioIdentifier,String,,"An identifier to identify the portfolio that each instrument belongs. All portfolio data are linked by its portfolio. Example values are CRE, Retail, etc. When marked as conditional, this is an required input if data is provided in the category (such as instrumentCashFlow)."
Instrument Result Forecast,Scenario,instrumentForecast,scenarioIdentifier,String,,"Identifier for the scenario. Its value should not include blank spaces. <br>For inputs, the scenario describes the assumptions used to produce the inputs. If there are no assumptions, this field should be filled with 0. 0 will be used to retrieve model and market data inputs when no scenarios are selected in scenario settings. For outputs, it is the scenario used to produce the results. In addition, Moody's Analytics uses the value Summary for the weighted average results."
Instrument Result Forecast,Loss Portion,instrumentForecast,lossPortion,Decimal,,"The fraction of the total loss that applies to this instrument. Expressed in decimal format. For example, 10% is 0.1."
Instrument Result Forecast,Loss Portion by Instrument Type,instrumentForecast,lossPortionByInstrumentType,Decimal,,"The fraction of the total loss that applies to this instrument by its instrument type. The instruments are categorized as Bonds and non-Bonds. Expressed in decimal format. For example, 10% is 0.1."
Instrument Result Forecast,On Balance Sheet Reserve,instrumentForecast,onBalanceSheetReserve,Amount,,The expected credit losses for the on balance sheet credit exposures.
Instrument Result Forecast,On Balance Sheet Loss Rate Lifetime,instrumentForecast,onBalanceSheetLossRateLifetime,Decimal,,"The cumulative lifetime loss rate for the on balance sheet reserve. Expressed in decimal format. For example, 10% is 0.1."
Instrument Result Forecast,Off Balance Sheet Reserve,instrumentForecast,offBalanceSheetReserve,Amount,,The expected credit losses for the off balance sheet credit exposures.
Instrument Result Forecast,Off Balance Sheet Loss Rate Lifetime,instrumentForecast,offBalanceSheetLossRateLifetime,Decimal,,"The cumulative lifetime loss rate for the off balance sheet reserve. Expressed in decimal format. For example, 10% is 0.1."
Instrument Result Forecast,Present Value of Expected Cash Flow,instrumentForecast,presentValueOfExpectedCashFlow,Amount,,The present value of the expected cash flow.
Instrument Result Forecast,Total EAD Amount Lifetime,instrumentForecast,totalEADAmountLifetime,Amount,,"The total lifetime exposure at default (EAD) amount for the instrument. For instruments with no off-balance sheet component, which includes bonds, loans, etc., the total ead amount is equal to the amortized cost override when provided."
Instrument Result Forecast,On Balance Sheet EAD Amount Lifetime,instrumentForecast,onBalanceSheetEADAmountLifetime,Amount,,The lifetime exposure at default (EAD) amount for the on balance sheet portion of the instrument.
Instrument Result Forecast,Amortized Cost,instrumentForecast,amortizedCost,Amount,,"For IFRS, this equals the net carrying amount, which is the gross carrying amount less the allowance. For CECL, this equals the amortized cost. This amount is calculated at reporting date."
Instrument Result Forecast,Amortized Cost Portion,instrumentForecast,amortizedCostPortion,Decimal,,"The fraction of the total amortized that applies to this instrument. Expressed in decimal format. For example, 10% is 0.1.<br>This is calculated by net carrying amount."
Instrument Result Forecast,Amortized Cost Portion By Instrument Type,instrumentForecast,amortizedCostPortionByInstrumentType,Decimal,,"The fraction of the total amortized that applies to this instrument by its instrument type. The instruments are categorized as Bonds and non-Bonds. Expressed in decimal format. For example, 10% is 0.1. For example, 10% is 0.1.<br>This is calculated by net carrying amount."
Instrument Result Forecast,Balance Portion,instrumentForecast,balancePortion,Decimal,,"The fraction of the total unpaid principal balance that applies to this instrument. Expressed in decimal format. For example, 10% is 0.1."
Instrument Result Forecast,Balance Portion By Instrument Type,instrumentForecast,balancePortionByInstrumentType,Decimal,,"The fraction of the total unpaid principal balance that applies to this instrument by its instrument type. The instruments are categorized as Bonds and non-Bonds. Expressed in decimal format. For example, 10% is 0.1."
Instrument Result Forecast,Off Balance Sheet EAD Amount Lifetime,instrumentForecast,offBalanceSheetEADAmountLifetime,Amount,,The lifetime exposure at default (EAD) amount for the off balance sheet portion of the  instrument.
Instrument Result Forecast,Allowance Amount at Maturity,instrumentForecast,allowanceAmountAtMaturity,Amount,,The allowance amount for the maturity risk.
Instrument Result Forecast,Expected Credit Loss Amount Lifetime,instrumentForecast,expectedCreditLossAmountLifetime,Amount,,"The expected credit loss amount for the life of the instrument from the quantitative calculation. <br>For results, expressed in reporting currency.<br>For non-results, expressed in instrument currency."
Instrument Result Forecast,Expected Credit Loss Amount at Maturity,instrumentForecast,expectedCreditLossAmountAtMaturity,Amount,,The expected credit loss amount for the maturity risk for the instrument. This amount is included in the instrument's expected credit loss amount.
Instrument Result Forecast,Expected Credit Loss Lifetime,instrumentForecast,expectedCreditLossLifetime,Decimal,,"The expected credit loss for the life of the instrument. Expressed in decimal format. For example, 10% is 0.1."
Instrument Result Forecast,Expected Credit Loss Amount One Year,instrumentForecast,expectedCreditLossAmountOneYear,Amount,,"The expected credit loss amount 1 year from the reporting date. <br>For results, expressed in reporting currency.<br>For non-results, expressed in instrument currency."
Instrument Result Forecast,Expected Credit Loss One Year,instrumentForecast,expectedCreditLossOneYear,Decimal,,"The expected credit loss 1 year from the reporting date. Expressed in decimal format. For example, 10% is 0.1."
Instrument Result Forecast,Off Balance Sheet Expected Credit Loss Amount Lifetime,instrumentForecast,offBalanceSheetExpectedCreditLossAmountLifetime,Amount,,The expected credit loss amount for the off balance sheet item for the life of the instrument from the quantitative calculation. Expressed in reporting currency.
Instrument Result Forecast,Off Balance Sheet Expected Credit Loss Amount at Maturity,instrumentForecast,offBalanceSheetExpectedCreditLossAmountAtMaturity,Amount,,The expected credit loss amount for the maturity risk of the off balance sheet item. This amount is included in the expected credit loss amount of the off balance sheet item.
Instrument Result Forecast,Off Balance Sheet Expected Credit Loss Lifetime,instrumentForecast,offBalanceSheetExpectedCreditLossLifetime,Decimal,,"The expected credit loss for the off balance sheet item for the life of the instrument. Expressed in decimal format. For example, 10% is 0.1.<br>ImpairmentStudio does not produce a value for this field found in instrument result."
